X,Y,OBJECTID,PARCELID,PROPERTY_UNIT,WARDID,PLANNINGCOMMUNITYID,NEIGHBOURHOOD_ASSOCIATIONID,ADDRESS,APPLICATION_NO,STATUS,APPLICANT,PROPERTY_OWNER,FOLDERRSN,FOLDERYEAR,FOLDERNAME,FOLDERTYPE,SUBTYPE,PRIMARY_PROPERTY,ISSUED_BY,DESCRIPTION,COMBINED_APPLICATION,INDATE,PUBLIC_STATUS_UPDATE,PSI_MTG_DATE,DSD_MTG_DATE,NHBD_MTG_DATE,NHBD_SA_MTG_DATE,COUNCIL_MEETING_DATE,DRAFT_APPROVAL_DATE,REGIONAL_APPROVAL_DATE,REMOVAL_DATE,FINAL_DATE,HIGHLIGHT_APP,EXISTING_OPA_LANDUSE,PROPOSED_OPA_LANDUSE,EXISTING_ZONING,PROPOSED_ZONING,EXISTING_LANDUSE,PROPOSED_LANDUSE,PROP_MAX_RES_UNITS_INCIR,PROP_MAX_RES_UNITS_DA,PROPOSED_COMMERCIAL_HA,PROPOSED_INSTITUTIONAL_HA,PROPOSED_PARKLAND_HA,PROP_SIZE_HA,CONTACT_EMAIL,CONTACT_PHONE,CONTACT_TTY,PUBLIC_STATUS_DESC,AMANDA_STATUS_DESC,IMAGE_DESCR,IMAGE_LINK,THUMBNAIL_LINK,SORTID,GlobalID
543751.1949,4809602.7523,198,50017365,1001516,10,15,7904,1770  KING ST E,ZBA23/005/K/CD,Closed,MHBC PLANNING,KING WEBER KITCHENER HOLDINGS INC,676579,23,1770 KING ST E,Zoning By-Law Amendment,Combined,1009346,"Craig Dumart, MCIP, RPP",For implementation of OPA23/002/K/CD,,2023/03/21 00:00:00+00,Approved,05/15/2023,,04/13/2023,,05/29/2023,,,20241227,2023/12/27 00:00:00+00,No,,,,,,,,,,,,,Craig.Dumart@kitchener.ca,519-741-2426,1-866-969-9994,Closed,Closed,Status:This application has received final approval and is closed,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusApproved.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_676579.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_676579.pdf,672fdeb4-2da8-4ef5-be9b-ef1591596f93
541641.8125,4810307.8504,199,50040820,1018434,9,4,7749,95  CEDAR ST S,OPA21/013/C/KA,Adopted,MHBC PLANNING,ST GEORGE INC,641613,21,95-101 CEDAR ST S,Official Plan Amendment,Combined,1018434,"Katie Anderl, MCIP, RPP",To re-designate the lands as low density multiple residential to allow redevelopment with a 24 unit stacked townhouse complex. C/R ZBA21/022/C/KA.,ZBA21/22/C/KA,2021/12/23 00:00:00+00,"This application has been approved and the file is now closed.
",08/08/2022,,03/29/2022,,08/22/2022,,10/31/2022,,,No,Low Rise Conservation,Low Density Multiple Residential,,,Residential ,Multiple Residential,,,,,,,Katie.Anderl@kitchener.ca,519-741-2426,1-866-969-9994,Adopted,Adopted,Status is Step 4:Council Decision Communicated,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep4.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_641613.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_641613.pdf,b376d801-dec1-4f6d-b230-fcb5cecff9e4
541781.8335,4814051.6844,200,50044992,1003258,1,47,0,528  LANCASTER ST W,OPA21/010/L/AP,Adopted,MHBC PLANNING,"528 LANCASTER STREET WEST INC, 550 LANCASTER INC",634913,21,528-550 LANCASTER ST W,Official Plan Amendment,Combined,1003259,"Andrew Pinnell, MCIP, RPP","Most of the subject lands are designated Mixed Use in the Official Plan, though a small portion is designated Business Park Employment.  The main purpose of the Official Plan Amendment is to re-designate the whole of the lands to Mixed Use and modify the Specific Policy Area to allow a maximum floor space ratio (FSR) of 5.8 and a maximum building height of 83m (26 storeys).  Similarly, the main purpose of the Zoning By-law Amendment is to re-zone the whole of the lands to MIX-2, and to modify the site specific provisions to allow an FSR of 5.8, a building height of 83m (26 storeys), a parking rate of 0.72 spaces per unit, among other requests for relief.  The amendments would facilitate the applicant’s development concept, which proposes 5 multiple residential buildings of varying heights (i.e., 26, 20, 20, 16, and 10 storeys), commercial uses on the ground floor of the 16-storey building, a large underground parking facility, limited surface parking, and a private amenity area with links to the existing trail network. Cross reference with ZBA21/015/L/AP",ZBA21/015/L/AP,2021/09/23 00:00:00+00,"This application was adopted by Kitchener City Council agenda on May 29, 2023 and was approved by the Region of Waterloo on October 4, 2023.",05/08/2023,,01/20/2022,,05/29/2023,,10/04/2023,,,No,Mixed Use,Mixed Use with modified Area Specific Policy Area,,,Residential,Residential and Commercial,,,,,,1.68,Andrew.Pinnell@kitchener.ca,519-741-2426,1-866-969-9994,Adopted,Adopted,Status is Step 4:Council Decision Communicated,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep4.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_634913.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_634913.pdf,13bba179-6e38-4750-8dc8-a7d23ac55a22
537589.0489,4805321.3646,201,50043119,1003640,5,28,7754,2219  OTTAWA ST S,OPA22/009/O/AP,Under Review,POLOCORP INC.,KITCHENER TRUSSLER HOLDINGS 3 INC,659863,22,2219 OTTAWA ST S & 808 TRUSSLER RD,Official Plan Amendment,Combined,1045092,"Andrew Pinnell, MCIP, RPP","The lands are currently designated Low Rise Residential, Natural Heritage Conservation and Mixed Use. The amendment proposes to align the proposed land uses with the proposed Plan of Subdivision. A Mixed Use land use designation is proposed on Blocks 11 and 12 to accommodate higher density multiple-residential developments. The Natural Heritage Conservation designation is proposed to apply to lands on which
environmental features are located. Blocks 15, 16 and 18 are proposed to be designated as Open Space. Blocks 15 and 16 are proposed to be public parks, totaling 0.478 hectares of parkland. Block 18 is proposed to accommodate the stormwater management pond. ",,2022/07/27 00:00:00+00,"This Subdivision, Official Plan Amendment, and Zoning By-law Amendment application was appealed by the applicant to the Ontario Land Tribunal (OLT) in August 2023.  Decision authority for this application is now with the OLT.",,,,,,,,,,No,,,,,,,,,,,,,Andrew.Pinnell@kitchener.ca,519-741-2426,1-866-969-9994,Under Review,Under Review,Status is Step 1:Notice of development sent and feedback requested,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep1.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_659863.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_659863.pdf,b9b00039-a637-4f46-9406-44c9bb994836
541177.1036,4810347.1885,202,50023492,1000262,9,5,7750,45  COURTLAND AVE E,ZBA22/017/C/BB,Issue Review,MHBC PLANNING,CANTIRO COURTLAND GENERAL PARTNER LTD,660006,22,45-53 COURTLAND AVE E,Zoning By-Law Amendment,Combined,1000262,"Brian Bateman, MCIP, RPP","The subject lands are zoned Commercial Residential One Zone (CR-1) with Special Regulation Provision 130. The application proposes a number of new site specific provisions to implement the proposed development including a Floor Space Ratio (FSR) of 2.4, whereas an FSR of 1.0 is permitted, to permit a side yard setback from eastern property line of 2.0 m whereas 3.0 m is required, to permit a maximum building height of 21 m whereas 18 m is permitted, to permit a maximum density of 251 units per hectare for the entire site, to permit a front yard setback of 1.5 metres whereas 3.0 m is required, to permit parking at a rate of 0.81 per unit for Multiple Dwelling Units, greater than 51.0 sq.m. in size whereas 1.25 spaces per dwelling unit is required for a total of 52 spaces, and to permit Visitor Parking at a rate of 13% of required parking whereas a 20% is required.",,2022/07/28 00:00:00+00,"Council has approved the By-law.  By-law No. 2023-033 will not come into effect, however, until By-law No. 2023-032 which adopts Amendment No. 125 of the City’s Official Plan, is approved by the Commissioner of Planning, Development & Legislative Services of the Regional Municipality of Waterloo.

Further notification regarding the finalization of this application will be forthcoming, pending approval of Official Plan Amendment No. 125.",03/06/2023,,11/14/2022,,03/20/2023,,,,,No,,,,,,,,,,,,,Brian.Bateman@kitchener.ca,519-741-2426,1-866-969-9994,Issue Review,Issue Review,Status is Step 3:Staff consolidating feedback and preparing recommendation,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep3.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_660006.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_660006.pdf,eed3ed26-368d-4000-b123-dcf9c9be9b08
543739.1364,4809946.3634,203,50017257,1018406,10,15,7904,135  JACKSON AVE,ZBA24/002/J/BB,Closed,MHBC PLANNING LTD,1000190771 ONTARIO INC,701880,24,135-161 JACKSON AVE & 136 BRENTWOOD AVE,Zoning By-Law Amendment,Combined,1045242,"Brian Bateman, MCIP, RPP","The owner is requesting a Zoning By-law Amendment that would add a site specific regulation to the existing RES-5 zone for  height, Floor Space ratio, rear yard setback and parking for 135-161 Jackson Ave. while requesting to change the zoning from RES-4 to RES-5 with site specific provisions for 136 Brentwood Ave.  The intent is to have one consistent zoning to implement the proposed development of a cluster townhouse townhouses.  ",OPA,2023/12/22 00:00:00+00,Council has approved the ZBA and has recommended approval of the OPA.  Notices of the decision will be sent and a 20 day appeal period will commence.  ,04/22/2024,,02/21/2024,,04/29/2024,,,20250606,2024/06/06 00:00:00+00,No,Low Rise Residential,,RES-5,,,,,,,,,,Brian.Bateman@kitchener.ca,519-741-2426,1-866-969-9994,Closed,Closed,Status:This application has received final approval and is closed,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusApproved.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_701880.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_701880.pdf,76d75850-03a8-4715-ba9b-096fad757e70
545931.3493,4808636.2321,204,50041930,1009364,2,35,7746,2980  KING ST E,ZBA24/014/K/ES,Passed,MHBC PLANNING LTD,CHARCOAL PROPERTIES LTD,716316,24,2980 KING ST E,Zoning By-Law Amendment,Combined,1009364,"Eric Schneider, MCIP, RPP","Cross-reference OPA24/008/K/ES.
The proposed applications facilitate the redevelopment of the subject lands with a 32 storey mixed-use building with a 6 storey podium and 12 storey midtower component. The Proposed Development includes 436 residential units, street-oriented commercial units, indoor and rooftop amenity spaces, and a Floor Space Ratio of 11. Bicycle and vehicle parking is included underground and within the podium. Access to the subject lands is provided from the existing shared driveway along King Street East and a relocated access along Fairway Road South.",OPA24/008/K/ES,2024/05/28 00:00:00+00,"This application has been adopted by Kitchener City Council agenda on September 30, 2024. If you have any questions or require further clarification regarding appeals, please see https://olt.gov.on.ca/ or connect with the listed City Planning Contact. If you wish to be notified of the decision of the City of Kitchener with respect to these applications, you must make a written request to City Clerk, Legislative Services, 200 King Street West, P.O. Box 1118, Kitchener, Ontario, N2G 4G7.",09/16/2024,,08/07/2024,,09/30/2024,,,,,No,Mixed Use,,MIX-2 (49) (118),,Restaurant,Mixed Use ,,,,,,,Eric.Schneider@kitchener.ca,519-741-2426,1-866-969-9994,Passed,Passed,Status is Step 4:Council Decision Communicated,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep4.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_716316.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_716316.pdf,4c51ec1f-f4c9-4c7e-8a59-5c6373521289
542660.0164,4810044.4228,205,50061210,1009393,9,3,7750,1001  KING ST E,OPA22/001/K/KA,Adopted,MHBC PLANNING,KING - CHARLES PROPERTIES,642337,22,1001-1051 KING ST E & 530-564 CHARLES ST E,Official Plan Amendment,Combined,1009393,"Katie Anderl, MCIP, RPP",Proposing site specific policies on the subject property in the mixed use corridor designation of the King Street East Secondary Plan to allow maximum Floor Space Ratio of 8.27 c/r ZBA22/001/K/KA.,ZBA22/001/K/KA,2022/01/10 00:00:00+00,This application is approved and the file is now closed.,04/24/2023,,03/23/2022,,05/08/2023,,10/10/2023,,,No,Mixed Use Corridor with Special Policy Area 1,Mixed Use Corridor with Special Policy Areas 1 & 10,,,Various,Mixed Use (residential and commercial),,,,,,0.6492,Katie.Anderl@kitchener.ca,519-741-2426,1-866-969-9994,Adopted,Adopted,Status is Step 4:Council Decision Communicated,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep4.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_642337.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_642337.pdf,926b2927-2937-4ad6-9235-f7825a5d7496
547356.7058,4802746.7215,206,50042342,1027577,4,46,7751,404  NEW DUNDEE RD,OPA22/014/N/BB,Adopted,MHBC PLANNING,KLONDIKE INVESTMENTS LTD,670033,22,404 NEW DUNDEE RD,Official Plan Amendment,Combined,40271244,"Brian Bateman, MCIP, RPP"," An Official Plan Amendment is proposed to add a special policy area to the Low Rise Residential designation such that the subject lands be permitted a maximum Floor Space Ratio (FSR) of 0.9.  The Zoning by-law amendment is proposing re-zoning the subject lands from R-1 in By-law 85-1 to RES-5 in By-law 2019-051 with a site-specific provision for FSR, building height, parking, and visitor parking.",yes,2022/11/30 00:00:00+00,OPA 43 is now in effect.,01/22/2024,,01/19/2023,,02/12/2024,,04/10/2024,,,No,LRR,LRR,,,Estate Residential,Low Rise - multiples,,,,,,,Brian.Bateman@kitchener.ca,519-741-2426,1-866-969-9994,Adopted,Adopted,Status is Step 4:Council Decision Communicated,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep4.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_670033.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_670033.pdf,30d3bbfd-2b91-4fb2-a837-3018e578c911
548463.7925,4810682.9019,207,55108241,40288233,2,49,7748,20  WOOLNER TRAIL,OPA23/011/W/TS,Adopted,GSP GROUP INC.,WATERLOO CATHOLIC DISTRICT SCHOOL BOARD,684834,23,20 WOOLNER TRAIL,Official Plan Amendment,Combined,40288233,"Tim Seyler, MCIP, RPP",To redesignate the property from Low Rise Residential and Mixed Use to Institutional. To permit a new Grade 7-12 Catholic School. C/R ZBA23/018/W/TS,Yes,2023/05/18 00:00:00+00,This application has been approved and the file is now closed.,10/30/2023,,08/15/2023,,01/22/2024,,03/14/2024,,,No,Mixed Use & Low Rise Residential ,Institutional ,,,Agricultural,Institutional,,,,,,,Tim.Seyler@kitchener.ca,519-741-2426,1-866-969-9994,Adopted,Adopted,Status is Step 4:Council Decision Communicated,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep4.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_684834.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_684834.pdf,af1e781c-c347-45a9-8cc1-81d0a2fa0f91
546340.407,4807000.8637,208,50041126,1074068,3,36,0,1018  HIDDEN VALLEY RD,ZBA23/010/H/BB,Closed,MHBC,EVAYA DEVELOPMENTS INC,682185,23,1018 HIDDEN VALLEY RD,Zoning By-Law Amendment,Combined,1074068,"Brian Bateman, MCIP, RPP",For implementation of OPA23/006/H/BB.  C/R 30CDM-23204.,,2023/05/05 00:00:00+00,Council has passed the by-law and notice of decision is attached below.  The by-law in now in effect.,02/26/2024,,06/21/2023,,03/18/2024,,,20250617,2024/06/17 00:00:00+00,No,,,,,,,,,,,,,Brian.Bateman@kitchener.ca,519-741-2426,1-866-969-9994,Closed,Closed,Status:This application has received final approval and is closed,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusApproved.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_682185.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_682185.pdf,9e438ffd-ba70-40de-a8ae-e81a27dca8c8
549881.3229,4805776.932,209,50035735,40252931,3,41,0,4611  KING ST E,ZBA24/024/K/ES,In Circulation,GSP GROUP INC.,IMPERIAL OIL LIMITED,726809,24,4611 KING ST E,Zoning By-Law Amendment,Combined,40252931,"Eric Schneider, MCIP, RPP","Cross-reference OPA24/012/K/ES
The Owners are proposing a mixed-use development with a total of 726 dwelling units, 1,242 square metres of office space and 650 square metres of retail space. The Proposed Development consists of two towers (A & B) (25 & 30 Storeys) situated atop of a 7-storey podium connecting the towers. A range and mix of unit typologies are provided, including one-bedroom, one-bedroom plus den, two-bedroom, and three-bedroom. The Proposed Development includes a total of 501 vehicular parking spaces (surface-level and underground) and 404 bicycle parking spaces.",Yes,2024/08/30 00:00:00+00,"On site meeting with developer
Wednesday, October 30, 2024
4-5PM
Onsite at 4611 King Street East


The Statutory Public Meeting for this application has been scheduled for the Planning and Strategic Initiatives Committee meeting on December 2, 2024. For more information, please see www.kitchener.ca/meetings. If you would like to speak to this item, please register at www.kitchener.ca/delegation. If you have any questions on this application, please reach out to the File Planner (City Planning Contact listed below).  If a person or public body does not make oral submissions at a public meeting or make written submissions to the City prior to the approval of a development, a Tribunal may dismiss an appeal made in relation to the applications. If you have any questions or require further clarification regarding appeals, please see https://olt.gov.on.ca/ or connect with the listed City Planning Contact.",12/02/2024,,10/16/2024,,,,,,,Yes,Commercial ,,COM-3,,Vacant,Mixed Use 3 Zone,,,,,,,Eric.Schneider@kitchener.ca,519-741-2426,1-866-969-9994,In Circulation Scheduled Meeting,In Circulation Scheduled Meeting,Status is Step 2:Neighbourhood Information Session Held,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep2.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_726809.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_726809.pdf,033f9feb-cee2-4822-8a7c-38151b00707f
543132.9331,4808607.2538,210,50047920,1045718,3,25,0,808  COURTLAND AVE E,ZBA24/023/C/AP,In Circulation,ZEHR GROUP,808 COURTLAND GP INC,726787,24,808 & 836 COURTLAND AVE E,Zoning By-Law Amendment,Combined,1045718,"Andrew Pinnell, MCIP, RPP","Cross-reference OPA24/011/C/AP
The City of Kitchener has received Official Plan and Zoning By-law Amendment applications to facilitate a mixed-use development containing 3 high-rise residential towers (22, 27 and 30 storeys), situated on a shared podium (977 dwelling units). The podium contains commercial uses (532.1m2). Various amenities and common areas are provided throughout. Most parking is within a parking structure, though some surface parking is proposed. 509 parking spaces and 733 bicycle parking spaces are proposed. The amendments would allow a Floor Space Ratio of 7.0 and a building height of 102.6 metres / 30 storeys, among other matters.",OPA24/011/C/AP,2024/07/15 00:00:00+00,"The application has been circulated for public comment. A virtual neighbourhood meeting has been scheduled for October 23, 2024 at 7:00pm. To join the meeting, please visit www.zoom.us/join and enter Meeting ID 832 4670 3605",,,10/23/2024,,,,,,,Yes,"Commercial, General Industrial Employment, Natural Heritage Conservation",,"C-6, 1R, 73R, 76U / M-2, 29R (By-law 85-1)",,Commercial,"Mixed Use [3 high-rise residential towers (22, 27 and 30 storeys), situated on a shared podium (977 dwelling units). The podium would contain commercial uses (532.1m2)]",,,,,,,Andrew.Pinnell@kitchener.ca,519-741-2426,1-866-969-9994,In Circulation Scheduled Meeting,In Circulation Scheduled Meeting,Status is Step 2:Neighbourhood Information Session Held,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/ImagePublicStatusStep2.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Thumbnail_726787.jpg,https://app2.kitchener.ca/AppDocs/OpenData/AMANDADataSets/Supporting_Documents_List_726787.pdf,fed9ef10-00dd-4120-8fad-c6db0d35ed80
